Title (English) / Titre (anglais),Title (French) / Titre (français),Organization / Organisation,Record ID / Identificateur du dossier,Date and Time Deleted/ Date et heure de suppression
"Annual Poultry Export/Import Report - By Country Imports Cumulative Comparison 2005 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Comparaison cumulative 2005 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,47892ddc-37de-4888-9f21-ed8fe20237e0,
"Annual Poultry Export/Import Report - By Country Imports Summary 2002 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Sommaire 2002 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,51e3fdb0-a456-4c04-97da-b493f5080755,
"Annual Poultry Export/Import Report - By Country Imports Summary 2000 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Sommaire 2000 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,54fbbc7e-9dc4-409e-ab37-59707951ae63,
"Annual Poultry Export/Import Report - By Country Imports Cumulative Comparison 2001 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Comparaison cumulative 2001 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,5befcb48-b728-4f89-b10e-7b2be383932b,
Annual Livestock Exported to the United States - through ports of entry 2005,Rapport annuel des bestiaux exportés aux États-Unis -- à travers les ports d'entrée 2005,Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,66618bb2-536e-441f-868c-a062eb3b2880,
"Annual Poultry Export/Import Report - By Country Imports Cumulative Comparison 2009 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Comparaison cumulative 2009 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,8a64b4f0-b8bc-4672-aae4-cdf07ba6f84e,
"Annual Poultry Export/Import Report - By Country Imports Summary 2005 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Sommaire 2005 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,98ebe3a3-77ca-4003-bb50-e91582c55fa8,
"Annual Poultry Export/Import Report - By Country Imports Cumulative Comparison 2006 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Comparaison cumulative 2006 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,a95db08b-2654-4f88-b2d9-609d8b3c552c,
"Annual Poultry Export/Import Report - By Country Imports Cumulative Comparison 2007 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Comparaison cumulative 2007 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,be6ce70d-623a-479d-9c4d-d7bbea4772ca,
"Annual Poultry Export/Import Report - By Country Imports Cumulative Comparison 2002 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Comparaison cumulative 2002 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,c0068408-e9da-4314-a2e4-7ef6599182f9,
"Annual Poultry Export/Import Report - By Country Imports Cumulative Comparison 1999 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Comparaison cumulative 1999 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,c6b9ba75-cf4c-454e-b718-8599eef25b99,
"Annual Poultry Export/Import Report - By Country Imports Cumulative Comparison 2000 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Comparaison cumulative 2000 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,d171a8b4-8be5-4187-badd-ab6a5c2ecfbf,
"Annual Poultry Export/Import Report - By Country Imports Cumulative Comparison 2008 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Comparaison cumulative 2008 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,dbb76dd4-b458-418c-89c9-a3458796f197,
"Annual Poultry Export/Import Report - By Country Imports Summary 2009 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Sommaire 2009 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,e493d242-0f02-4741-8a03-3a901f6ce26d,
"Annual Poultry Export/Import Report - By Country Imports Summary 2010 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Sommaire 2010 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,ea454015-deb0-4a8b-af36-2a5d51aa20f4,
"Annual Poultry Export/Import Report - By Country Imports Summary 2004 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Importations Sommaire 2004 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,fdcb31de-1b10-4613-b14d-2f57d6583a8d,
"Annual Red Meat Export/Import Report - Prior Year Comparison Exports 2009 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - comparaison mensuelle avec l'année précédente Exportations 2009 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,09494025-e5de-4ed9-9a74-c3a97fa12f1b,
"Annual Red Meat Export/Import Report - Prior Year Comparison Exports 2000 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - comparaison mensuelle avec l'année précédente Exportations 2000 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,0c428987-ce39-4af2-a1f9-917093000fb5,
"Annual Red Meat Export/Import Report - Prior Year Comparison Exports 2006 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - comparaison mensuelle avec l'année précédente Exportations 2006 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,163b94f7-c99e-41aa-9cd0-a23d3df8a0ad,
"Annual Red Meat Export/Import Report - Prior Year Comparison Exports 2010 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - comparaison mensuelle avec l'année précédente Exportations 2010 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,2cb88a47-d7f0-480b-8be0-edf0ad8679ec,
"Annual Red Meat Export/Import Report - Prior Year Comparison Exports 2002 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - comparaison mensuelle avec l'année précédente Exportations 2002 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,317c9522-4566-4010-aeae-4ad4f3b6abf4,
"Annual Red Meat Export/Import Report - Prior Year Comparison Exports 2005 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - comparaison mensuelle avec l'année précédente Exportations 2005 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,490fc7fe-c66f-4c3b-8035-c84b711ed864,
"Annual Red Meat Export/Import Report - Prior Year Comparison Exports 2007 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - comparaison mensuelle avec l'année précédente Exportations 2007 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,57f0b487-7a60-4c3a-be77-d1e188638a8b,
"Annual Red Meat Export/Import Report - Prior Year Comparison Exports 2001 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - comparaison mensuelle avec l'année précédente Exportations 2001 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,5a4be8af-4325-4788-b9c9-a42b799dd72b,
"Annual Red Meat Export/Import Report - Prior Year Comparison Exports 1999 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - comparaison mensuelle avec l'année précédente Exportations 1999 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,b5db506b-4ff3-4c67-b86e-64924a33edea,
"Annual Red Meat Export/Import Report - Prior Year Comparison Exports 2004 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - comparaison mensuelle avec l'année précédente Exportations 2004 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,d27f7eff-9fcd-49db-ad16-18bf47ced680,
"Annual Red Meat Export/Import Report - Prior Year Comparison Exports 2008 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - comparaison mensuelle avec l'année précédente Exportations 2008 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,f51fdc64-7a8a-4229-9208-7af07a7b0495,
"Annual Red Meat Export/Import Report - By Country Exports Summary 2002 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Sommaire 2002 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,312729ed-290c-4af6-a8e8-eef0af8c425e,
"Annual Red Meat Export/Import Report - By Country Exports Cumulative Comparison 2005 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Comparaison cumulative 2005 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,397c3787-54ee-4dca-9f48-72632912d163,
"Annual Red Meat Export/Import Report - By Country Exports Cumulative Comparison 2004 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Comparaison cumulative 2004 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,4b7af26e-291f-482a-8422-06e6930026e2,
"Annual Red Meat Export/Import Report - By Country Exports Summary 2008 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Sommaire 2008 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,7633284e-e16a-4063-aed1-2315a96ba80e,
"Annual Red Meat Export/Import Report - By Country Exports Cumulative Comparison 2009 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Comparaison cumulative 2009 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,81db0da6-24e2-42e5-85ad-383222f51d78,
"Annual Red Meat Export/Import Report - By Country Exports Cumulative Comparison 1999 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Comparaison cumulative 1999 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,84f86205-3569-494c-9292-7b38e7353266,
"Annual Red Meat Export/Import Report - By Country Exports Cumulative Comparison 2002 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Comparaison cumulative 2002 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,8a09afb9-ca2e-4712-88f4-0292e7b63ccd,
"Annual Red Meat Export/Import Report - By Country Exports Summary 2009 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Sommaire 2009 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,98a5568e-490a-47d6-8bfc-e3cc6303e32f,
"Annual Red Meat Export/Import Report - By Country Exports Cumulative Comparison 2000 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Comparaison cumulative 2000 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,a6a2721e-bafb-4d72-b5a4-9932c40ad472,
"Annual Red Meat Export/Import Report - By Country Exports Summary 2006 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Sommaire 2006 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,a6e36ff3-4bdb-4c93-916c-edd0deea1e58,
"Annual Red Meat Export/Import Report - By Country Exports Cumulative Comparison 2010 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Comparaison cumulative 2010 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,acce7a0a-6a14-40b9-a73b-94730c1c2c9e,
"Annual Red Meat Export/Import Report - By Country Exports Cumulative Comparison 2001 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Comparaison cumulative 2001 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,b22a6938-1b21-453f-adc4-ef00a20b60b0,
"Annual Red Meat Export/Import Report - By Country Exports Summary 1999 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Sommaire 1999 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,be28a1e2-e443-4f13-a2e6-1af3ecb7fdd6,
"Annual Red Meat Export/Import Report - By Country Exports Cumulative Comparison 2008 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Comparaison cumulative 2008 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,c240a006-55b7-4af4-8817-4b393a7cf78d,
"Annual Red Meat Export/Import Report - By Country Exports Cumulative Comparison 2007 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Comparaison cumulative 2007 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,c61cfde9-ee1f-4b29-a074-30caf5716aa4,
"Annual Red Meat Export/Import Report - By Country Exports Cumulative Comparison 2006 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Comparaison cumulative 2006 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,c653b5f6-10fc-476d-b95a-4c14a2ef050d,
"Annual Red Meat Export/Import Report - By Country Exports Summary 2004 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Sommaire 2004 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,d7cb3205-e179-4a1d-a75d-dcf98c28ca14,
"Annual Red Meat Export/Import Report - By Country Exports Summary 2000 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Sommaire 2000 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,d8399da2-0100-4f39-8218-cba81a5dce2b,
"Annual Red Meat Export/Import Report - By Country Exports Summary 2010 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Sommaire 2010 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,dce513d1-5905-473a-aacb-faed8ab284c2,
"Annual Red Meat Export/Import Report - By Country Exports Summary 2005 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Sommaire 2005 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,e8c45ee9-4f97-44c9-9d13-57790773c934,
"Annual Red Meat Export/Import Report - By Country Exports Summary 2007 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Sommaire 2007 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,eeb67368-042d-403e-a0db-19f8e3e799eb,
"Annual Red Meat Export/Import Report - By Country Exports Summary 2001 Beef, Bison, Goat, Horsemeat, Lamb, Mutton, Pork, Veal","Rapport annuel d'exportations/importations des viandes rouges - par pays Exportations Sommaire 2001 Boeuf, Bison, Chèvre, Viande de cheval, Agneau, Mouton, Porc, Veau",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,fe4c5688-9247-4253-b83d-2cc1e58998d7,
"Annual Poultry Export/Import Report - By Country Exports Cumulative Comparison 2007 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Comparaison cumulative 2007 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,031cab14-86c4-40f8-aec2-70083ee621cf,
"Annual Poultry Export/Import Report - By Country Exports Cumulative Comparison 2000 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Comparaison cumulative 2000 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,1096b149-0b57-4207-8b9e-4fb5fa5cd43e,
"Annual Poultry Export/Import Report - By Country Exports Summary 2004 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Sommaire 2004 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,24676a02-eb56-4125-8b14-1fafacc6e632,
"Annual Poultry Export/Import Report - By Country Exports Summary 2001 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Sommaire 2001 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,2a0a544d-54cc-4cd2-9e40-89c3d4a5d8e7,
"Annual Poultry Export/Import Report - By Country Exports Summary 1999 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Sommaire 1999 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,2abb4aa9-94c8-4db0-9334-e590df7b1ea4,
"Annual Poultry Export/Import Report - By Country Exports Summary 2009 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Sommaire 2009 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,2d26cd1b-ef60-4d10-baeb-b2914c7c43bc,
"Annual Poultry Export/Import Report - By Country Exports Cumulative Comparison 2009 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Comparaison cumulative 2009 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,3ef62d69-fcee-4f9f-bc0d-ba7976518c53,
"Annual Poultry Export/Import Report - By Country Exports Cumulative Comparison 2004 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Comparaison cumulative 2004 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,47f12e04-9fc9-41fc-b004-f96c300998c0,
"Annual Poultry Export/Import Report - By Country Exports Cumulative Comparison 2005 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Comparaison cumulative 2005 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,5e8c9122-d8d0-4c15-9107-4679bf8b97df,
"Annual Poultry Export/Import Report - By Country Exports Cumulative Comparison 2008 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Comparaison cumulative 2008 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,5efe3042-176d-42ed-a406-37c447203120,
"Annual Poultry Export/Import Report - By Country Exports Summary 2005 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Sommaire 2005 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,679414e6-1f0c-410b-908b-56fb1afda706,
"Annual Poultry Export/Import Report - By Country Exports Summary 2008 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Sommaire 2008 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,71290d2c-8656-4ca7-891e-7ee063e51b76,
"Annual Poultry Export/Import Report - By Country Exports Cumulative Comparison 1999 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Comparaison cumulative 1999 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,759a72cb-08d2-4dd0-9dea-0762615e89b6,
"Annual Poultry Export/Import Report - By Country Exports Cumulative Comparison 2002 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Comparaison cumulative 2002 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,7865043c-c692-400e-a21e-d1840e349fa6,
"Annual Poultry Export/Import Report - By Country Exports Cumulative Comparison 2001 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Comparaison cumulative 2001 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,7996fcc2-2f81-463b-9966-60b6d21ce148,
"Annual Poultry Export/Import Report - By Country Exports Summary 2002 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Sommaire 2002 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,96ff2d0d-5fed-4c68-9283-314a6e21ce48,
"Annual Poultry Export/Import Report - By Country Exports Summary 2010 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Sommaire 2010 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,a1929a97-4d85-454c-833e-f7bdcab8ff90,
"Annual Poultry Export/Import Report - By Country Exports Summary 2000 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Sommaire 2000 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,b65f4703-e03a-4174-ae1b-5ff894efc40c,
"Annual Poultry Export/Import Report - By Country Exports Summary 2006 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Sommaire 2006 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,bae9b81f-d3fc-4389-9c6a-ad4eeecebb13,
"Annual Poultry Export/Import Report - By Country Exports Summary 2007 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Sommaire 2007 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,e052ff67-11e8-440d-8c6f-e6ee417cc4c7,
"Annual Poultry Export/Import Report - By Country Exports Cumulative Comparison 2006 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Comparaison cumulative 2006 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,ed394525-6256-4d3f-bc9c-688399475c74,
"Annual Poultry Export/Import Report - By Country Exports Cumulative Comparison 2010 Chicken, Mature Chicken, Turkey","Rapport annuel d'exportations/importations de volaille - par pays Exportations Comparaison cumulative 2010 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,effc1558-457e-47fb-8963-489baa85f9b8,
"066 Week-to-date Poultry Export/Import Report - Monthly Breakdown with Prior Year Comparison Imports 2011 2011-05-21 Chicken, Mature Chicken, Turkey","066 Rapport hebdomadaire cumulatif d'exportations/importations de volaille - comparaison mensuelle avec l'année précédente Importations 2011 2011-05-21 Poulet, Poulet adulte, Dindon",Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada,03d1763d-f693-40e8-8182-cc0e1d4f4ecf,
