serviceId,censusCode,censusMinPercentage,censusMinPopulation,censusTotalPopulation,cmaCensusName,countryId,csdCensusName,demoTypeId,groupId,groupName,institutionCode,isSelfDesignated,langObligationId,measureDemandEnglish,measureDemandFrench,measureDemandPercentage,officeNumber,phoneAreaCode,phoneCountryCode,phoneNumber,programsInfo,provision,saMinorityPercentage,saMinorityPopulation,saTotalPopulation,telephone,volume,address_en,address_fr,clientele_en,clientele_fr,institutionName_en,institutionName_fr,langObligation_en,langObligation_fr,locality_en,locality_fr,region_en,region_fr,serviceLevel_en,serviceLevel_fr,serviceName_en,serviceName_fr,serviceStatus_en,serviceStatus_fr,serviceType_en,serviceType_fr
113514,,,,,-,,-,,522.0,CPO-KEYSRVC-LCLPUB-Greater Sudbury / Grand Sudbury-SUDBURY,CPO,False,1,0.0,0.0,,453404,,,,,5-1-b,,0,0,,-,12 KING ST W,12 RUE KING OUEST,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,St Charles,St Charles,ON,ON,Key service,Un service-clé,ST CHARLES PO,ST CHARLES PO,Active,Actif,A local office or facility,Bureau local
113515,,,,,-,,-,,497.0,CPO-KEYSRVC-LCLPUB-Edmonton-EDMONTON,CPO,False,2,0.0,0.0,,106179,,,,,5-1-c,,0,0,,-,16703 82ND STREET,16703 82ND ST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Edmonton,Edmonton,AB,AB,Key service,Un service-clé,REXALL DRUGSTORE 7236,REXALL DRUGSTORE 7236,Active,Actif,A local office or facility,Bureau local
113516,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,106307,,,,,5-1-h-i,,0,0,,-,4008 ESPANIEL ROAD,4008 CH ESPANIEL,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Sagamok,Sagamok,ON,ON,Key service,Un service-clé,SAGAMOK PO,SAGAMOK PO,Active,Actif,A local office or facility,Bureau local
113517,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,117978,,,,,5-1-h-i,,5,475,,-,PO BOX 44,CP 44,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Yellow Quill,Yellow Quill,SK,SK,Key service,Un service-clé,YELLOW QUILL STORE,YELLOW QUILL STORE,Active,Actif,A local office or facility,Bureau local
113518,,,,,-,,-,,516.0,CPO-KEYSRVC-LCLPUB-Saguenay-SAGUENAY,CPO,False,3,0.0,0.0,,182982,,,,,5-1-b,,0,0,,-,3132 BOUL MARTEL,3132 BOUL MARTEL,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Honore-De-Chicoutimi,Saint-Honoré-De-Chicoutimi,QC,QC,Key service,Un service-clé,BP SAINT-HONORÉ-DE-CHICOUTIMI,BP SAINT-HONORÉ-DE-CHICOUTIMI,Active,Actif,A local office or facility,Bureau local
113519,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,184675,,,,,5-1-h-i,,0,0,,-,104 RUE RUSTICO N,104 RUE RUSTICO NORD,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Alexis-De-Matapedia,Saint-Alexis-De-Matapédia,QC,QC,Key service,Un service-clé,BP SAINT-ALEXIS-DE-MATAPÉDIA,BP SAINT-ALEXIS-DE-MATAPÉDIA,Active,Actif,A local office or facility,Bureau local
113520,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,187461,,,,,5-1-h-i,,0,0,,-,14 RUE PRINCIPALE,14 RUE PRINCIPALE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Alexandre-Des-Lacs,Saint-Alexandre-Des-Lacs,QC,QC,Key service,Un service-clé,BP SAINT-ALEXANDRE-DES-LACS,BP SAINT-ALEXANDRE-DES-LACS,Active,Actif,A local office or facility,Bureau local
113521,,,,,-,,-,,531.0,CPO-KEYSRVC-LCLPUB-Argyle-1202001,CPO,False,1,0.0,0.0,,042749,,,,,5-1-j,,0,0,,-,3006 MAIN ST,3006 RUE MAIN,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Lower Wedgeport,Lower Wedgeport,NS,NS,Key service,Un service-clé,LOWER WEDGEPORT PO,LOWER WEDGEPORT PO,Active,Actif,A local office or facility,Bureau local
113522,,,,,-,,-,,529.0,CPO-KEYSRVC-LCLPUB-Winnipeg-WINNIPEG,CPO,False,2,0.0,0.0,,074438,,,,,5-1-b,,0,0,,-,43 OSBORNE ST,43 RUE OSBORNE,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Winnipeg,Winnipeg,MB,MB,Key service,Un service-clé,SHOPPERS DRUG MART 0535,SHOPPERS DRUG MART 0535,Active,Actif,A local office or facility,Bureau local
113523,,,,,-,,-,,524.0,CPO-KEYSRVC-LCLPUB-Toronto-TORONTO,CPO,False,2,0.0,0.0,,102998,,,,,5-1-c,,0,0,,-,2900 STEELES AVE E,2900 AV STEELES EST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Thornhill,Thornhill,ON,ON,Key service,Un service-clé,SHOPPERS DRUG MART 1537,SHOPPERS DRUG MART 1537,Active,Actif,A local office or facility,Bureau local
113524,,,,,-,,-,,509.0,CPO-KEYSRVC-LCLPUB-Montréal-MONTREAL,CPO,False,3,0.0,0.0,,103246,,,,,5-1-c,,0,0,,-,1580 RUE ONTARIO E,1580 RUE ONTARIO EST,The general public,Le grand public,Canada Post,Postes Canada,French,français,Montreal,Montréal,QC,QC,Key service,Un service-clé,PHARMAPRIX 1829,PHARMAPRIX 1829,Active,Actif,A local office or facility,Bureau local
113525,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,104510,,,,,5-1-h-i,,0,0,,-,69 RUE DE L ÉGLISE,69 RUE DE L ÉGLISE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Arsene,Saint-Arsène,QC,QC,Key service,Un service-clé,MARCHÉ SAINT-ARSÈNE,MARCHÉ SAINT-ARSÈNE,Active,Actif,A local office or facility,Bureau local
113526,,,,,-,,-,,,,CPO,True,3,0.0,0.0,,104818,,,,,5-1-h-i,,5,420,,-,BUILDING 88 PO BOX 54,ÉD 88 BP 54,The general public,Le grand public,Canada Post,Postes Canada,French,français,Tasiujaq,Tasiujaq,QC,QC,Key service,Un service-clé,NORTHERN VILLAGE OF TASIUJAQ,NORTHERN VILLAGE OF TASIUJAQ,Active,Actif,A local office or facility,Bureau local
113527,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,452726,,,,,5-1-h-i,,0,0,,-,58 FRONT ST,58 RUE FRONT,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Nipigon,Nipigon,ON,ON,Key service,Un service-clé,NIPIGON PO,NIPIGON PO,Active,Actif,A local office or facility,Bureau local
113528,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,542822,,,,,5-1-h-i,,0,0,,-,209 MAIN ST,209 RUE MAIN,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Frenchman Butte,Frenchman Butte,SK,SK,Key service,Un service-clé,FRENCHMAN BUTTE PO,FRENCHMAN BUTTE PO,Active,Actif,A local office or facility,Bureau local
113529,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,545406,,,,,5-1-h-i,,0,0,,-,513 RAILWAY AVENUE,513 AV RAILWAY,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Midale,Midale,SK,SK,Key service,Un service-clé,MIDALE PO,MIDALE PO,Active,Actif,A local office or facility,Bureau local
113530,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,549541,,,,,5-1-h-i,,0,0,,-,406 RAILWAY AVE,406 AV RAILWAY,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Wawota,Wawota,SK,SK,Key service,Un service-clé,WAWOTA PO,WAWOTA PO,Active,Actif,A local office or facility,Bureau local
113531,,,,,-,,-,,526.0,CPO-KEYSRVC-LCLPUB-Vancouver-VANCOUVER,CPO,False,2,0.0,0.0,,642916,,,,,5-1-c,,0,0,,-,11964 207 ST,11964 207TH ST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Maple Ridge,Maple Ridge,BC,BC,Key service,Un service-clé,MAPLE RIDGE PO,MAPLE RIDGE PO,Active,Actif,A local office or facility,Bureau local
113532,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,646989,,,,,5-1-h-i,,25,515,,-,5TH AVE AND BRIGHTWELL,5TH AV ET BRIGHTWELL,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Stewart,Stewart,BC,BC,Key service,Un service-clé,STEWART PO,STEWART PO,Active,Actif,A local office or facility,Bureau local
113533,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,187135,,,,,5-1-h-i,,0,0,,-,352 RUE LANGEVIN,352 RUE LANGEVIN,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Odilon,Saint-Odilon,QC,QC,Key service,Un service-clé,BP SAINT-ODILON,BP SAINT-ODILON,Active,Actif,A local office or facility,Bureau local
113534,,,,,-,,-,,577.0,CPO-KEYSRVC-LCLPUB-Saint-Hyacinthe-2454048,CPO,False,3,0.0,0.0,,275204,,,,,5-1-h-i,,2640,56090,,-,2020 RUE GIROUARD OUEST,2020 RUE GIROUARD OUEST,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Hyacinthe,Saint-Hyacinthe,QC,QC,Key service,Un service-clé,SAINT-HYACINTHE SUCC BUREAU-CHEF,SAINT-HYACINTHE SUCC BUREAU-CHEF,Active,Actif,A local office or facility,Bureau local
113535,,,,,-,,-,,,,CPO,False,1,0.0,0.0,,277835,,,,,5-1-o,,0,0,,-,8 CHEMIN CLARK,8 CHEMIN CLARK,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Austin,Austin,QC,QC,Key service,Un service-clé,BP AUSTIN,BP AUSTIN,Active,Actif,A local office or facility,Bureau local
113536,,,,,-,,-,,,,CPO,False,1,0.0,0.0,,312533,,,,,5-1-h-iii,,0,0,,-,532 LIMOGES RD,532 CH LIMOGES,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Limoges,Limoges,ON,ON,Key service,Un service-clé,LIMOGES PO,LIMOGES PO,Active,Actif,A local office or facility,Bureau local
113537,,,,,-,,-,,619.0,CPO-KEYSRVC-LCLPUB-Norfolk County-3528052,CPO,False,2,0.0,0.0,,394254,,,,,5-1-h-i,,935,66970,,-,5 CHURCH ST,5 RUE CHURCH,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Port Rowan,Port Rowan,ON,ON,Key service,Un service-clé,PORT ROWAN PO,PORT ROWAN PO,Active,Actif,A local office or facility,Bureau local
113538,,,,,-,,-,,524.0,CPO-KEYSRVC-LCLPUB-Toronto-TORONTO,CPO,False,2,0.0,0.0,,436356,,,,,5-1-c,,0,0,,-,131 - 75 WATLINE,131 - 75 WATLINE,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Mississauga,Mississauga,ON,ON,Key service,Un service-clé,KIM S CONVENIENCE,KIM S CONVENIENCE,Active,Actif,A local office or facility,Bureau local
113539,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,105149,,,,,5-1-h-i,,0,0,,-,1 CENTENNIAL DR,1 PROMENADE CENTENNIAL,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Kananaskis,Kananaskis,AB,AB,Key service,Un service-clé,DELTA LODGE AT KANANASKIS,DELTA LODGE AT KANANASKIS,Active,Actif,A local office or facility,Bureau local
113540,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,106124,,,,,5-1-h-i,,260,9930,,-,4702 51ST STREET,4702 51ST ST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Whitecourt,Whitecourt,AB,AB,Key service,Un service-clé,REXALL DRUGSTORE 7203,REXALL DRUGSTORE 7203,Active,Actif,A local office or facility,Bureau local
113541,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,106353,,,,,5-1-h-i,,0,0,,-,209 GRAHAM ROAD,209 CH GRAHAM,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,West Lorne,West Lorne,ON,ON,Key service,Un service-clé,BANDJ VARIETY,BANDJ VARIETY,Active,Actif,A local office or facility,Bureau local
113542,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,106558,,,,,5-1-h-i,,0,0,,-,1013 MAIN ROAD,1013 CH MAIN,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,St Fintans,St Fintans,NL,NL,Key service,Un service-clé,STATION GROCERY,STATION GROCERY,Active,Actif,A local office or facility,Bureau local
113543,,,,,-,,-,,516.0,CPO-KEYSRVC-LCLPUB-Saguenay-SAGUENAY,CPO,False,3,0.0,0.0,,182486,,,,,5-1-b,,0,0,,-,6243 RUE NOTRE DAME,6243 RUE NOTRE DAME,The general public,Le grand public,Canada Post,Postes Canada,French,français,Laterriere,Laterrière,QC,QC,Key service,Un service-clé,LATERRIÈRE SUCC BUREAU CHEF,LATERRIÈRE SUCC BUREAU CHEF,Active,Actif,A local office or facility,Bureau local
113544,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,185027,,,,,5-1-h-i,,0,0,,-,438 AVE DU COLLÈGE,438 AV DU COLLÈGE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Benjamin,Saint-Benjamin,QC,QC,Key service,Un service-clé,BP SAINT-BENJAMIN,BP SAINT-BENJAMIN,Active,Actif,A local office or facility,Bureau local
113545,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,019542,,,,,5-1-h-i,,0,0,,-,2593 BROADWATER RD,2593 CH BROADWATER,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Robson,Robson,BC,BC,Key service,Un service-clé,JOHNNY S GROCERY,JOHNNY S GROCERY,Active,Actif,A local office or facility,Bureau local
113546,,,,,-,,-,,526.0,CPO-KEYSRVC-LCLPUB-Vancouver-VANCOUVER,CPO,False,2,0.0,0.0,,026786,,,,,5-1-c,,0,0,,-,152 - 8180 NO2 RD,152 CH - 8180 NO2,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Richmond,Richmond,BC,BC,Key service,Un service-clé,SHOPPERS DRUG MART 0236,SHOPPERS DRUG MART 0236,Active,Actif,A local office or facility,Bureau local
113547,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,056987,,,,,5-1-h-i,,0,0,,-,RTE 14,ROUTE 14,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Miminegash,Miminegash,PE,PE,Key service,Un service-clé,TREMBLAY S GROCERY,TREMBLAY S GROCERY,Active,Actif,A local office or facility,Bureau local
113548,,,,,-,,-,,509.0,CPO-KEYSRVC-LCLPUB-Montréal-MONTREAL,CPO,False,3,0.0,0.0,,069515,,,,,5-1-c,,0,0,,-,83 MONTÉE GAGNON,83 MONTÉE GAGNON,The general public,Le grand public,Canada Post,Postes Canada,French,français,Bois-Des-Filion,Bois-Des-Filion,QC,QC,Key service,Un service-clé,PHARMACIE JEAN COUTU 192,PHARMACIE JEAN COUTU 192,Active,Actif,A local office or facility,Bureau local
113549,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,101231,,,,,5-1-h-i,,0,0,,-,16 POST OFFICE RD,16 CH POST OFFICE,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Clyde River,Clyde River,NS,NS,Key service,Un service-clé,RIVERSIDE CONVENIENCE,RIVERSIDE CONVENIENCE,Active,Actif,A local office or facility,Bureau local
11355,,,,,-,,-,,,,DND,False,1,0.0,0.0,,11355,,,,,5-1-a,,0,0,,-,6960 MUMFORD ROAD,6960 CH MUMFORD,The general public,Le grand public,National Defence,Défense nationale,Bilingual,bilingue,Halifax,Halifax,NS,NS,Non-key service,Un service non-clé,Local Office 11355,Bureau local 11355,Active,Actif,A local office or facility,Bureau local
113550,,,,,-,,-,,507.0,CPO-KEYSRVC-LCLPUB-London-LONDON,CPO,False,2,0.0,0.0,,104206,,,,,5-1-b,,0,0,,-,3090 COLONEL TALBOT RD,3090 CH COLONEL TALBOT,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,London,London,ON,ON,Key service,Un service-clé,SHOPPERS DRUG MART 1401,SHOPPERS DRUG MART 1401,Active,Actif,A local office or facility,Bureau local
113551,,,,,-,,-,,501.0,CPO-KEYSRVC-LCLPUB-Hamilton-HAMILTON,CPO,False,2,0.0,0.0,,439258,,,,,5-1-b,,0,0,,-,2080 APPLEBY LINE,2080 APPLEBY LINE,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Burlington,Burlington,ON,ON,Key service,Un service-clé,SHOPPERS DRUG MART 0726,SHOPPERS DRUG MART 0726,Active,Actif,A local office or facility,Bureau local
113552,,,,,-,,-,,655.0,CPO-KEYSRVC-LCLPUB-Greenstone-3558075,CPO,False,1,0.0,0.0,,452114,,,,,5-1-i,,0,0,,-,114 FORESTRY RD,114 CH FORESTRY,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Longlac,Longlac,ON,ON,Key service,Un service-clé,LONGLAC PO,LONGLAC PO,Active,Actif,A local office or facility,Bureau local
113553,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,514586,,,,,5-1-h-i,,15,1145,,-,70 3RD ST,70 3RD ST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Roland,Roland,MB,MB,Key service,Un service-clé,ROLAND PO,ROLAND PO,Active,Actif,A local office or facility,Bureau local
113554,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,544310,,,,,5-1-h-i,,0,0,,-,132 BALACLAVA ST,132 RUE BALACLAVA,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Lancer,Lancer,SK,SK,Key service,Un service-clé,LANCER PO,LANCER PO,Active,Actif,A local office or facility,Bureau local
113555,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,546143,,,,,5-1-h-i,,0,0,,-,1 MAIN ST,1 RUE MAIN,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Parkside,Parkside,SK,SK,Key service,Un service-clé,PARKSIDE PO,PARKSIDE PO,Active,Actif,A local office or facility,Bureau local
113556,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,574384,,,,,5-1-h-i,,0,0,,-,400-55504 NIKOODI RD,400-55504 CH NIKOODI,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Glenevis,Glenevis,AB,AB,Key service,Un service-clé,GLENEVIS PO,GLENEVIS PO,Active,Actif,A local office or facility,Bureau local
113557,,,,,-,,-,,496.0,CPO-KEYSRVC-LCLPUB-Drummondville-DRUMMONDVILLE,CPO,False,1,0.0,0.0,,271268,,,,,5-1-g,,0,0,,-,507 RUE LINDSAY,507 RUE LINDSAY,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Drummondville,Drummondville,QC,QC,Key service,Un service-clé,BP DRUMMONDVILLE,BP DRUMMONDVILLE,Active,Actif,A local office or facility,Bureau local
113558,,,,,-,,-,,,,CPO,False,1,0.0,0.0,,271497,,,,,5-1-o,,0,0,,-,176 RUE PRINCIPALE,176 RUE PRINCIPALE,The general public,Le grand public,Canada Post,Postes Canada,Bilingual,bilingue,Fort-Coulonge,Fort-Coulonge,QC,QC,Key service,Un service-clé,BP FORT-COULONGE,BP FORT-COULONGE,Active,Actif,A local office or facility,Bureau local
113559,,,,,-,,-,,509.0,CPO-KEYSRVC-LCLPUB-Montréal-MONTREAL,CPO,False,3,0.0,0.0,,276340,,,,,5-1-c,,0,0,,-,1019 RUE PRINCIPALE,1019 RUE PRINCIPALE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Zotique,Saint-Zotique,QC,QC,Key service,Un service-clé,BP SAINT-ZOTIQUE,BP SAINT-ZOTIQUE,Active,Actif,A local office or facility,Bureau local
11356,,,,,-,,-,,,,DND,False,1,0.0,0.0,,11356,,,,,5-1-h.1,,5615,130700,,-,325 PRINCE STREET,325 RUE PRINCE,The general public,Le grand public,National Defence,Défense nationale,Bilingual,bilingue,Sydney,Sydney,NS,NS,Non-key service,Un service non-clé,Local Office 11356,Bureau local 11356,Active,Actif,A local office or facility,Bureau local
113561,,,,,-,,-,,511.0,CPO-KEYSRVC-LCLPUB-Oshawa-OSHAWA,CPO,False,2,0.0,0.0,,334472,,,,,5-1-b,,0,0,,-,8 CENTREVIEW ST,8 RUE CENTREVIEW,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Orono,Orono,ON,ON,Key service,Un service-clé,ORONO PO,ORONO PO,Active,Actif,A local office or facility,Bureau local
113562,,,,,-,,-,,622.0,CPO-KEYSRVC-LCLPUB-Chatham-Kent-3536020,CPO,False,2,0.0,0.0,,390305,,,,,5-1-h-i,,3635,102985,,-,35 TALBOT ST W,35 RUE TALBOT OUEST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Blenheim,Blenheim,ON,ON,Key service,Un service-clé,BLENHEIM PO,BLENHEIM PO,Active,Actif,A local office or facility,Bureau local
113563,,,,,-,,-,,681.0,CPO-KEYSRVC-LCLPUB-North Cowichan-5919008,CPO,False,2,0.0,0.0,,104870,,,,,5-1-h-i,,650,31755,,-,101B - 3055 OAK STREET,101B - 3055 RUE OAK,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Chemainus,Chemainus,BC,BC,Key service,Un service-clé,PHARMASAVE 100,PHARMASAVE 100,Active,Actif,A local office or facility,Bureau local
113564,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,105088,,,,,5-1-h-i,,0,0,,-,912 AVE DU LAC,912 AV DU LAC,The general public,Le grand public,Canada Post,Postes Canada,French,français,Preissac,Préissac,QC,QC,Key service,Un service-clé,MANOIR DES RAPIDES PREISSAC SENC,MANOIR DES RAPIDES PREISSAC SENC,Active,Actif,A local office or facility,Bureau local
113565,,,,,-,,-,,513.0,CPO-KEYSRVC-LCLPUB-Québec-QUEBEC,CPO,False,3,0.0,0.0,,105696,,,,,5-1-b,,0,0,,-,1372 RUE ST-JACQUES,1372 RUE ST-JACQUES,The general public,Le grand public,Canada Post,Postes Canada,French,français,L'Ancienne-Lorette,L'Ancienne-Lorette,QC,QC,Key service,Un service-clé,GESTION DESMEULES ET ROBERT INC,GESTION DESMEULES ET ROBERT INC,Active,Actif,A local office or facility,Bureau local
113566,,,,,-,,-,,558.0,CPO-KEYSRVC-LCLPUB-Gaspé-2403005,CPO,False,3,0.0,0.0,,180750,,,,,5-1-h-i,,2390,14935,,-,1250 BOUL CAP-DES-ROSIERS,1250 BOUL CAP-DES-ROSIERS,The general public,Le grand public,Canada Post,Postes Canada,French,français,Gaspe,Gaspé,QC,QC,Key service,Un service-clé,GASPE SUCC CAP-DES-ROSIERS,GASPE SUCC CAP-DES-ROSIERS,Active,Actif,A local office or facility,Bureau local
113567,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,185310,,,,,5-1-h-i,,0,0,,-,201 RUE LAUZÉ,201 RUE LAUZÉ,The general public,Le grand public,Canada Post,Postes Canada,French,français,Sainte-Croix,Sainte-Croix,QC,QC,Key service,Un service-clé,BP SAINTE-CROIX,BP SAINTE-CROIX,Active,Actif,A local office or facility,Bureau local
113568,,,,,-,,-,,,,CPO,False,3,0.0,0.0,,186813,,,,,5-1-h-i,,0,0,,-,1141 AV PRINCIPALE,1141 AV PRINCIPALE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Malachie,Saint-Malachie,QC,QC,Key service,Un service-clé,BP SAINT-MALACHIE,BP SAINT-MALACHIE,Active,Actif,A local office or facility,Bureau local
113569,,,,,-,,-,,521.0,CPO-KEYSRVC-LCLPUB-St. John's-STJOHN,CPO,False,2,0.0,0.0,,001910,,,,,5-1-e,,1950,108065,,-,B 355 MAIN RD,CH B 355 MAIN,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Goulds,Goulds,NL,NL,Key service,Un service-clé,GOULDS STN MAIN,GOULDS STN MAIN,Active,Actif,A local office or facility,Bureau local
113570,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,005614,,,,,5-1-h-i,,0,0,,-,454 PICKERSGILL BLVD,454 BOUL PICKERSGILL,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Wareham-Centreville,Wareham-Centreville,NL,NL,Key service,Un service-clé,WAREHAM-CENTREVILLE PO,WAREHAM-CENTREVILLE PO,Active,Actif,A local office or facility,Bureau local
113571,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,041939,,,,,5-1-h-i,,345,7240,,-,5066 HWY 217,5066 HWY 217,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Little River,Little River,NS,NS,Key service,Un service-clé,LITTLE RIVER PO,LITTLE RIVER PO,Active,Actif,A local office or facility,Bureau local
113572,,,,,-,,-,,525.0,CPO-KEYSRVC-LCLPUB-Trois-Rivières-TROISRIVERE,CPO,False,3,0.0,0.0,,101745,,,,,5-1-b,,0,0,,-,10581 CH SAINTE-MARGUERITE,10581 CH SAINTE-MARGUERITE,The general public,Le grand public,Canada Post,Postes Canada,French,français,Trois-Rivieres,Trois-Rivières,QC,QC,Key service,Un service-clé,TROIS-RIVIÈRES SUCC A,TROIS-RIVIÈRES SUCC A,Active,Actif,A local office or facility,Bureau local
113573,,,,,-,,-,,509.0,CPO-KEYSRVC-LCLPUB-Montréal-MONTREAL,CPO,False,3,0.0,0.0,,103071,,,,,5-1-c,,0,0,,-,25 CHEMIN DU GRAND-BERNIER SUD,25 CHEMIN DU GRAND-BERNIER SUD,The general public,Le grand public,Canada Post,Postes Canada,French,français,Saint-Jean-Sur-Richelieu,Saint-Jean-Sur-Richelieu,QC,QC,Key service,Un service-clé,BP RICHELAIN,BP RICHELAIN,Active,Actif,A local office or facility,Bureau local
113574,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,103136,,,,,5-1-h-i,,0,105,,-,PO BOX 35,CP 35,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Wekweti,Wekweti,NT,NT,Key service,Un service-clé,HOZILA NAEDIK E GENERAL STORE,HOZILA NAEDIK E GENERAL STORE,Active,Actif,A local office or facility,Bureau local
113575,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,511595,,,,,5-1-h-i,,0,0,,-,1 WILLOW DR,1 PROMENADE WILLOW,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Falcon Beach,Falcon Beach,MB,MB,Key service,Un service-clé,FALCON BEACH PO,FALCON BEACH PO,Active,Actif,A local office or facility,Bureau local
113576,,,,,-,,-,,515.0,CPO-KEYSRVC-LCLPUB-Regina-REGINA,CPO,False,2,0.0,0.0,,546399,,,,,5-1-b,,0,0,,-,216 5TH ST,216 5TH ST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Pilot Butte,Pilot Butte,SK,SK,Key service,Un service-clé,PILOT BUTTE PO,PILOT BUTTE PO,Active,Actif,A local office or facility,Bureau local
113577,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,578290,,,,,5-1-h-i,,10,760,,-,4850 47TH ST,4850 47TH ST,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Sedgewick,Sedgewick,AB,AB,Key service,Un service-clé,SEDGEWICK PO,SEDGEWICK PO,Active,Actif,A local office or facility,Bureau local
113578,,,,,-,,-,,,,CPO,False,2,0.0,0.0,,644293,,,,,5-1-h-i,,230,9160,,-,GD,DG,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Merville,Merville,BC,BC,Key service,Un service-clé,MERVILLE PO,MERVILLE PO,Active,Actif,A local office or facility,Bureau local
113579,,,,,-,,-,,526.0,CPO-KEYSRVC-LCLPUB-Vancouver-VANCOUVER,CPO,False,2,0.0,0.0,,657131,,,,,5-1-c,,0,0,,-,1080 - 4151 HAZELBRIDGE WAY,1080 VOIE - 4151 HAZELBRIDGE,The general public,Le grand public,Canada Post,Postes Canada,English,anglais,Richmond,Richmond,BC,BC,Key service,Un service-clé,OOMOMO,OOMOMO,Active,Actif,A local office or facility,Bureau local
